global_id,ObjectName,AdmArea,District,Address,Email,WebSite,HelpPhone,HasEquipmentRental,HasTechService,HasDressingRoom,HasEatery,HasToilet,HasWifi,HasCashMachine,HasFirstAidPost,HasMusic,Lighting,Seats,Paid,latitude,longitude,latitude_radians,longitude_radians
478699417,Дворовая территория,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 15",voik@mos.ru,voykovsky.mos.ru/,(499) 156-20-02,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.4942075048631,55.8203092488329,0.6543973713858289,0.9742481858735768
478699794,Дворовая территория,Северный административный округ,Войковский район,"улица Адмирала Макарова, дом 11",voik@mos.ru,voykovsky.mos.ru/,(499) 156-20-02,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.493706322223304,55.8283065746789,0.6543886240986106,0.9743877655409443
478707893,Дворовая территория,Юго-Западный административный округ,район Черёмушки,"улица Цюрупы, дом 7, корпус 2",myn_cherem@mail.ru,mcherem.ru,(495) 332-13-11,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5744878477564,55.6667877388295,0.6557985276939471,0.971568730051384
478708898,дворовая территория,Северный административный округ,район Западное Дегунино,"Талдомская улица, дом 11, корпус 2",gby-zd@pnao.mos.ru,gbuzdegunino.ru,(499) 488-99-54,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.5196588575786,55.8735037288247,0.6548415812898007,0.97517660469332
478709418,Дворовая территория,Северный административный округ,район Коптево,"бульвар Матроса Железняка, дом 3",gbu_Koptevo@mail.ru,gbu-koptevo.moscow/,(495) 450-41-93,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5255481776413,55.8258526251643,0.6549443693155986,0.9743449360422369
478724545,Дворовая территория,Северо-Восточный административный округ,район Лианозово,"Абрамцевская улица, дом 30",uprava-lianozovo@mail.ru,lianozovo.mos.ru,(499) 200-01-01,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,37.577455809178,55.9062506141372,0.6558503283928261,0.975748145661796
478781574,"Парк, озелененная городская территория «Парк спорта «Яуза»",Северо-Восточный административный округ,район Ростокино,"проспект Мира, дом 161",4762259@mail.ru,park-yauza.info,(499) 476-22-59,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6523698626514,55.8363528528351,0.657157825281952,0.9745281995873013
478781979,"Парк, озелененная городская территория «Северное Тушино»",Северо-Западный административный округ,район Северное Тушино,"улица Свободы, дом 52",info@mosparks.ru,mosparks.ru/,(495) 640-73-55,нет,да,да,да,да,да,нет,нет,да,без дополнительного освещения,0,бесплатно,37.4513750150798,55.8634347208548,0.6536498034122834,0.9750008673518357
478783556,Дворовая территория,Северный административный округ,район Коптево,"Новопетровская улица, дом 3",gbu_Koptevo@mail.ru,gbu-koptevo.moscow/,(495) 450-41-93,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5211606737044,55.8272780310691,0.6548677929259555,0.974369814068453
478786985,Дворовая территория,Северный административный округ,Бескудниковский район,"Коровинское шоссе, дом 8, корпус 1",beskudnikovo@mos.ru,beskudnikovo.mos.ru,(499) 480-04-03,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5387936617017,55.8709198551533,0.6551755466234731,0.9751315075902985
478787473,Дворовая территория,Центральный административный округ,район Хамовники,"Комсомольский проспект, дом 34",gbu.zhilishnik.hamovniki@gmail.com,gbu-hamovniki.ru,(499) 242-52-04,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение газоразрядными лампами,0,бесплатно,37.5762485568064,55.7245028877162,0.6558292578640391,0.9725760494277357
478790193,Дворовая территория,Северный административный округ,Бескудниковский район,"Дубнинская улица, дом 35",beskudnikovo@mos.ru,beskudnikovo.mos.ru,(499) 480-04-03,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.5611764491408,55.8653868954858,0.6555661999600595,0.9750349392267205
478790749,Дворовая территория,Северо-Восточный административный округ,район Марьина Роща,"Октябрьская улица, дом 35",mrospr@svao.mos.ru,marina-roscha.mos.ru,(495) 631-07-56,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6124777541673,55.789449196726,0.6564615766433417,0.9737095763569743
478791776,Дворовая территория,Северо-Восточный административный округ,Алтуфьевский район,"Путевой проезд, дом 26",gbu.altuf@mail.ru,gbualtuf.ru,(499) 902-22-20,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.573427595467,55.8756917178276,0.6557800228005952,0.975214792305418
478792509,Дворовая территория,Восточный административный округ,район Новокосино,"Суздальская улица, дом 18, корпус 6",upravanovokosino@mos.ru,novokosino.mos.ru,(495) 701-44-65,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.8513260753424,55.7412277779157,0.6606302662607081,0.9728679538287515
478793657,"Парк, озелененная городская территория «Северное Тушино»",Северо-Западный административный округ,район Северное Тушино,"улица Свободы, дом 52",info@mosparks.ru,mosparks.ru/,(495) 640-73-55,нет,да,да,да,да,да,нет,нет,да,смешанное освещение,0,бесплатно,37.4512043595312,55.8685778951737,0.6536468249110736,0.9750906326777045
478796792,Дворовая территория,Южный административный округ,район Бирюлёво Восточное,"Михневская улица, дом 7, корпус 2",sovbr@uao.mos.ru,bv.mos.ru,(495) 329-63-00,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6635923066579,55.5835704986488,0.6573536938799861,0.9701163152158079
478797298,Дворовая территория,Северный административный округ,Бескудниковский район,"Дубнинская улица, дом 35",beskudnikovo@mos.ru,beskudnikovo.mos.ru,(499) 480-04-03,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.5610101521816,55.8653084643329,0.6555632975305853,0.9750335703448663
478798956,Дворовая территория,Северный административный округ,район Беговой,"улица Нижняя Масловка, дом 5",sao-begovoy@mos.ru,begovoy.mos.ru,(495) 614-78-91,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5840356075161,55.7911221581958,0.6559651675379432,0.9737387750428813
478799855,Дворовая территория,Северный административный округ,район Беговой,"улица Новая Башиловка, дом 14",Sao-begovoy@mos.ru,begovoy.mos.ru/,(495) 614-78-91,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5726904651371,55.7894387436244,0.6557671574493221,0.9737093939159345
478804064,Дворовая территория,Южный административный округ,район Москворечье-Сабурово,"Пролетарский проспект, дом 7",gbu-msab@mail.ru,uao.mos.ru,(495) 344-85-49,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6585231206333,55.6457022912654,0.6572652198934608,0.9712007195671339
478804700,Дворовая территория,Северный административный округ,район Аэропорт,"улица Усиевича, дом 2",sao-aeroport@mos.ru,aeroport.mos.ru,(499) 151-47-23,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.5337355002038,55.8047137911655,0.655087265051237,0.9739759937889252
478812259,Дворовая территория,Восточный административный округ,район Северное Измайлово,"5-я Парковая улица, дом 56, корпус 5",aksioma-tender@mail.ru,sevizm.mos.ru,(916) 285-57-79,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.7906880454714,55.8038522289375,0.6595719329875365,0.9739609566913359
478813948,Дворовая территория,Юго-Западный административный округ,Обручевский район,"38-й квартал Юго-Запада, корпус 1",obruch@mos.ru,obruchev.mos.ru,(495) 935-90-60,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5197133857806,55.6593581900493,0.6548425329864609,0.9714390599632321
478815556,Дворовая территория,Северо-Восточный административный округ,Алтуфьевский район,"Путевой проезд, дом 12",gbu.altuf@mail.ru,gbualtuf.ru/,(499) 902-22-20,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,37.5793189057404,55.8739422661697,0.6558828455621226,0.9751842586138831
478818080,Дворовая территория,Северный административный округ,Войковский район,"Головинское шоссе, дом 8",voik@mos.ru,voykovsky.mos.ru/,(499) 156-20-02,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.4897727433774,55.8385169785803,0.6543199701963628,0.9745659707069823
478820308,Дворовая территория,Восточный административный округ,район Преображенское,"Знаменская улица, дом 19",Uprava-Preobr@mos.ru,preobr.mos.ru,(499) 161-31-61,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.7163047839859,55.8029600233495,0.6582737001662426,0.9739453847662205
478820756,Дворовая территория,Северный административный округ,Войковский район,"3-й Новоподмосковный переулок, дом 6",voik@mos.ru,voykovsky.mos.ru/,(499) 156-20-02,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.515051403774,55.8200249723058,0.654761166050777,0.9742432243121928
478821158,"Парк, озелененная городская территория «Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»",Восточный административный округ,район Сокольники,"Песочная аллея, дом 5, строение 3",info@park.sokolniki.com,park.sokolniki.com,(499) 393-92-22,нет,да,нет,да,да,да,да,да,да,без дополнительного освещения,0,бесплатно,37.6685113571469,55.7945578477658,0.657439547507091,0.9737987391379543
478822300,Природно-исторический парк «Косинский»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 27",ooptvao@gmail.com,www.mospriroda.ru,(499) 367-89-18,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.8735432895385,55.7142430673682,0.661018029799051,0.9723969817820001
478823682,Дворовая территория,Северный административный округ,район Восточное Дегунино,"Керамический проезд, дом 73, корпус 1",sao-ur-vdegunino@mos.ru,vost-degunino.mos.ru,(499) 900-46-77,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5643727650058,55.8920887713781,0.6556219861958373,0.9755009748775
478824531,Дворовая территория,Юго-Западный административный округ,район Ясенево,"Голубинская улица, дом 24, корпус 1",soc.yasenevo@mail.ru,yasenevo.mos.ru,(495) 422-02-33,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.538281142396,55.5954284217113,0.6551666014741087,0.9703232750156967
478824759,Дворовая территория,Восточный административный округ,район Северное Измайлово,"13-я Парковая улица, дом 28, корпус 3",atlant2011@bk.ru,sevizm.mos.ru,(495) 652-09-68,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.8145070920998,55.8051636190518,0.6599876537758882,0.9739838447666085
478825717,Дворовая территория,Восточный административный округ,район Новокосино,"Новокосинская улица, дом 20, корпус 3",upravanovokosino@mos.ru,novokosino.mos.ru,(495) 701-44-65,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.8625647793744,55.7387662260127,0.6608264186497237,0.9728249916433355
478826770,Природно-исторический парк «Косинский»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 27",ooptvao@gmail.com,www.mospriroda.ru,(499) 367-89-18,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.8808122146288,55.7176544658025,0.6611448964749574,0.9724565219167759
478828872,Дворовая территория,Восточный административный округ,район Перово,"Новогиреевская улица, дом 31/45",gbu-perovo@mail.ru,perovo.mos.ru,(495) 304-18-40,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.7994016064777,55.7546161236194,0.6597240133166699,0.9731016245426763
478829622,Дворовая территория,Южный административный округ,район Чертаново Северное,"Кировоградская улица, дом 4, корпус 1",sonch@mos.ru,chertanovo-severnoe.mos.ru/,(495) 315-50-36,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6111397466026,55.6303858026997,0.6564382240059212,0.9709333964118183
478829782,Дворовая территория,Восточный административный округ,район Восточный,"Главная улица, дом 16",gbujv@mail.ru,vostochniy.mos.ru,(499) 780-67-70,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.8692770823478,55.8188993743266,0.6609435704370009,0.9742235789214019
478831384,Дворовая территория,Северо-Восточный административный округ,Алтуфьевский район,"Костромская улица, дом 16",gbu.altuf@mail.ru,gbualtuf.ru,(499) 902-22-20,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5978735369502,55.8836250815819,0.656206684968227,0.9753532556236889
478834944,Дворовая территория,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Варги, дом 3",tstan-sport07@yandex.ru,teplystan.mos.ru,(495) 338-77-94,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.4784444400482,55.6298665964526,0.6541222540046037,0.9709243345533096
478841622,Дворовая территория,Юго-Западный административный округ,район Зюзино,"Болотниковская улица, дом 33, корпус 2",uzao-zuzino@mos.ru,zuzino.mos.ru,(499) 122-33-35,нет,нет,да,нет,да,нет,нет,нет,да,без дополнительного освещения,0,бесплатно,37.5884269109169,55.6595456038749,0.6560418102407413,0.9714423309515526
478846893,Дворовая территория,Северо-Восточный административный округ,район Северное Медведково,"Сухонская улица, дом 11А",nmespr@mos.ru,smedvedkovo.mos.ru,(499) 476-77-86,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,37.6521627553087,55.877807200832,0.6571542105769169,0.9752517144491148
478850880,Дворовая территория,Юго-Западный административный округ,район Ясенево,"Новоясеневский проспект, дом 17/50",yasenevo@uzao.mos.ru,yasenevo.mos.ru,(495) 422-02-33,нет,нет,да,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5416714728699,55.605801320341,0.6552257739036088,0.9705043162497606
478851168,Дворовая территория,Восточный административный округ,район Соколиная Гора,"3-я улица Соколиной Горы, дом 21",taty_sgora@mail.ru,sokolinka.mos.ru,(499) 785-02-91,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.7424367543921,55.7624369299224,0.6587297890898646,0.9732381233628244
478851558,Дворовая территория,Юго-Западный административный округ,район Ясенево,"улица Рокотова, дом 7, корпус 2",yasenevo@uzao.mos.ru,yasenevo.mos.ru/,(495) 422-25-16,нет,нет,да,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5482486904794,55.6085435203432,0.6553405680065147,0.9705521766685471
478852070,Дворовая территория,Восточный административный округ,район Северное Измайлово,"3-я Парковая улица, дом 63",gbusevizm@mail.ru,sevizm.mos.ru,(495) 652-09-68,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.7806036305339,55.8081756251137,0.6593959267437399,0.9740364141894786
478852523,Дворовая территория,Юго-Западный административный округ,район Ясенево,"Ясногорская улица, дом 17, корпус 2",yasenevo@uzao.mos.ru,yasenevo.mos.ru,(495) 422-02-33,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5321894113019,55.6012986627041,0.6550602807093704,0.9704257300489066
478854445,Дворовая территория,Юго-Западный административный округ,район Тёплый Стан,"улица Островитянова, дом 22, корпус 2",tstan-sport07@yandex.ru,teplystan.mos.ru,(495) 338-77-94,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.5112322712844,55.6337416906372,0.6546945096142636,0.9709919677056558
478855504,Дворовая территория,Западный административный округ,район Фили-Давыдково,"Инициативная улица, дом 9, корпус 2",uprava.filidavydkovo@zao.mos.ru,fili-davydkovo.mos.ru,(499) 146-48-80,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение газоразрядными лампами,0,бесплатно,37.4555431310802,55.7152125274516,0.6537225507600954,0.972413902052422
478856106,Дворовая территория,Южный административный округ,район Бирюлёво Западное,"Востряковский проезд, дом 23, корпус 3",sowbr@uao.mos.ru,birulevo-zapadnoe.mos.ru/,(495) 385-09-22,да,нет,да,нет,да,нет,нет,нет,да,без дополнительного освещения,0,бесплатно,37.6542021639671,55.5761188147683,0.6571898049727997,0.9699862587972754
478856533,Учреждение культуры города Москвы «Усадьба Воронцово»,Юго-Западный административный округ,Обручевский район,"Воронцовский парк, дом 3",info@usadba-vorontsovo.ru,www.usadba-vorontsovo.ru,(495) 580-26-78,нет,нет,да,да,да,да,нет,нет,да,без дополнительного освещения,0,бесплатно,37.5391053098526,55.6679940712402,0.6551809859098141,0.9715897845238243
478857409,Дворовая территория,Западный административный округ,район Фили-Давыдково,"Инициативная улица, дом 9, корпус 2",uprava.filidavydkovo@zao.mos.ru,fili-davydkovo.mos.ru,(499) 146-48-80,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,37.4558814766395,55.7150368927054,0.6537284560041148,0.9724108366478199
478857816,Дворовая территория,Восточный административный округ,район Северное Измайлово,"Никитинская улица, дом 18",gbusevizm@mail.ru,sevizm.mos.ru,(495) 228-72-03,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.7758935639157,55.805728350337,0.659313720573264,0.9739937011869242
478858264,Дворовая территория,Юго-Западный административный округ,район Южное Бутово,"Венёвская улица, дом 10",uzao-ugbutovo@mos.ru,ubutovo.mos.ru,(495) 716-24-72,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5458784133529,55.5440286205815,0.6552991988664727,0.9694261792511114
478861122,Дворовая территория,Восточный административный округ,район Северное Измайлово,"16-я Парковая улица, дом 55, корпус 1",aksioma-tender@mail.ru,sevizm.mos.ru,(916) 285-57-79,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.8279627751895,55.8110792526609,0.6602224997489082,0.974087092050429
478862405,Спортивный комплекс «ЦСиО «Самбо-70» отделение «Севастопольский»,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 64, корпус 3",sevastopolsky@sambo70.moscow,sambo70.mossport.ru/,(495) 331-39-00,нет,нет,да,нет,да,да,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5567982814685,55.6644802930037,0.6554897865189734,0.9715284575244124
478863703,Плоскостное спортивное сооружение,Северный административный округ,район Коптево,"Большая Академическая улица, владение 30, строение 1",gbu_Koptevo@mail.ru,gbu-koptevo.moscow/,(495) 450-41-93,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5316980461481,55.8308264264919,0.6550517047696071,0.9744317452517436
478864106,Парк (озелененная городская территория) «Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»,Восточный административный округ,район Сокольники,"1-й Лучевой просек, дом 10",info@park.sokolniki.com,park.sokolniki.com,(499) 393-92-22,нет,да,нет,да,да,да,да,да,да,без дополнительного освещения,0,бесплатно,37.6654365911256,55.7974082101688,0.657385882716291,0.9738484873467617
478865455,Дворовая территория,Юго-Западный административный округ,район Южное Бутово,"Чечёрский проезд, дом 4",uzao-ugbutovo@mos.ru,ubutovo.mos.ru,(495) 716-24-72,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5448680925903,55.5434656091214,0.6552815654426639,0.9694163528474061
478866411,Дворовая территория,Восточный административный округ,район Восточное Измайлово,"11-я Парковая улица, дом 3, корпус 1",v_izm@mos.ru,www.vostizm.ru,(499) 463-62-09,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.8047524617919,55.7897454780739,0.6598174033597004,0.9737147474420075
478868117,Дворовая территория,Северо-Восточный административный округ,район Марьина Роща,"3-я улица Марьиной Рощи, дом 30",mrospr@svao.mos.ru,marina-roscha.mos.ru,(495) 602-64-67,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6221129490308,55.7992639446253,0.6566297425177811,0.9738808760230704
478869997,Дворовая территория,Восточный административный округ,район Соколиная Гора,"3-я улица Соколиной Горы, дом 21",taty_sgora@mail.ru,sokolinka.mos.ru,(499) 785-02-91,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.7426282270991,55.7630719167412,0.6587331309190293,0.9732492059735192
478870173,"Парк, озелененная городская территория «Гончаровский»",Северо-Восточный административный округ,Бутырский район,"улица Руставели, дом 7, строение 1",parkdubki@culture.mos.ru,www.park-dubki.ru,(910) 458-53-00,нет,да,да,да,нет,да,нет,да,да,освещение светодиодными лампами,0,бесплатно,37.5891766367351,55.8149808910734,0.6560548954247559,0.9741551884869493
478874867,Дворовая территория,Северный административный округ,Бескудниковский район,"Бескудниковский проезд, дом 4, корпус 2",beskudnikovo@mos.ru,beskudnikovo.mos.ru,(499) 480-04-03,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.5540686808815,55.8762697980199,0.6554421460014659,0.9752248817081142
478875617,Дворовая территория,Северо-Восточный административный округ,район Бибирево,"Мурановская улица, дом 7",gby.bibirevo@yandex.ru,bibirevo.mos.ru,(495) 533-00-22,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5978876668113,55.8921956088429,0.656206931580826,0.9755028395430252
478876234,Дворовая территория,Южный административный округ,район Зябликово,"улица Мусы Джалиля, дом 40",Sozbk@uao.mos.ru,zyablikovo.mos.ru,(499) 725-43-94,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.7418624244327,55.6163801302984,0.6587197651410802,0.9706889513144601
478876412,Дворовая территория,Северный административный округ,район Левобережный,"Беломорская улица, дом 5, корпус 1",artostroverh@mail.ru,levoberezhny.mos.ru,(495) 456-10-01,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.4706306895385,55.8653993737231,0.6539858783312801,0.9750351570130462
478880890,Дворовая территория,Северо-Восточный административный округ,Бабушкинский район,"Енисейская улица, дом 17, корпус 2",bshspr@svao.mos.ru,babushkinsky.mos.ru,(495) 471-11-70,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6620563340126,55.8676337659486,0.657326886100105,0.9750741545141621
478881451,Природный заказник «Долина реки Сетунь»,Западный административный округ,район Раменки,"Кременчугская улица, дом 36",mospriroda@eco.mos.ru,www.mospriroda.ru,(499) 739-27-05,нет,нет,нет,нет,да,нет,нет,нет,нет,освещение газоразрядными лампами,0,бесплатно,37.5221261283989,55.7179132434307,0.6548846432891534,0.9724610384384186
478881933,Дворовая территория,Северо-Восточный административный округ,Останкинский район,"улица Академика Королёва, дом 5",OstSpr@mos.ru,ostankino.mos.ru,(495) 615-67-68,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,37.6280593537894,55.8205665651685,0.656733526859475,0.9742526768908522
478882210,Дворовая территория,Северо-Восточный административный округ,район Марьина Роща,"4-я улица Марьиной Рощи, дом 23/25",mrospr@svao.mos.ru,marina-roscha.mos.ru,(495) 602-64-67,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.622907215639,55.7978040930836,0.6566436050852329,0.9738553968070773
478882301,"Парк, озелененная городская территория «Парк имени Воровского»",Северный административный округ,Войковский район,"Ленинградское шоссе, дом 10",voik@mos.ru,voykovsky.mos.ru/,(499) 150-00-57,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5028545203283,55.820606588479,0.6545482902761675,0.974253375429398
478882331,Дворовая территория,Восточный административный округ,район Северное Измайлово,"13-я Парковая улица, дом 31, корпус 3",gbusevizm@mail.ru,sevizm.mos.ru,(495) 652-09-68,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.8108425652312,55.8067353485387,0.6599236957165032,0.9740112766211056
478882496,Дворовая территория,Северо-Восточный административный округ,Алтуфьевский район,"Алтуфьевское шоссе, дом 66/2",altspr@mos.ru,altufievo.mos.ru/,(499) 901-26-85,нет,нет,нет,нет,нет,нет,нет,нет,нет,освещение светодиодными лампами,0,бесплатно,37.5892472967516,55.8860571553394,0.6560561286746934,0.9753957033184086
478883043,Дворовая территория,Западный административный округ,район Ново-Переделкино,"Новоорловская улица, дом 6",zao-uprava-np@mos.ru,novo-peredelkino.mos.ru/,(495) 733-05-05,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.3644361346646,55.6381862094508,0.6521324337010407,0.9710695391926198
478884047,Дворовая территория,Восточный административный округ,район Северное Измайлово,"15-я Парковая улица, дом 45",gbusevizm@mail.ru,sevizm.mos.ru,(495) 652-09-68,нет,нет,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.8174184402334,55.8060955196492,0.6600384663864913,0.9740001095003344
478885869,особо охраняемая природная территория Природный заказник Долина реки Сетунь,Западный административный округ,район Раменки,"улица Пырьева, дом 24",mospriroda@eco.mos.ru,www.mospriroda.ru,(499) 739-27-05,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5277169841308,55.7301190251539,0.654982222129679,0.9726740695172681
478886873,Дворовая территория,Западный административный округ,район Внуково,"Центральная улица, дом 5А",uprava-vnukovo@mos.ru,vnukovo.mos.ru,(495) 436-21-77,нет,да,нет,нет,нет,нет,нет,нет,нет,смешанное освещение,0,бесплатно,37.2917073051432,55.6101145917528,0.6508630761647706,0.9705795970374286
478889009,"Парк, озелененная городская территория «Парк культуры и отдыха «Сокольники»",Восточный административный округ,район Сокольники,"Митьковский проезд, дом 1",info@park.sokolniki.com,park.sokolniki.com,(499) 393-92-22,нет,да,нет,да,да,да,да,нет,да,без дополнительного освещения,0,бесплатно,37.6644840846548,55.7927820937362,0.6573692583422289,0.9737677463834322
478890527,Дворовая территория,Северо-Восточный административный округ,район Северное Медведково,"Широкая улица, дом 1, корпус 1",nmespr@mos.ru,smedvedkovo.mos.ru,(499) 476-77-86,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.6489663647254,55.8888017792671,0.6570984230370586,0.975443606042676
478892206,Дворовая территория,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 48, корпус 3",myn_cherem@mail.ru,mcherem.ru,(495) 332-13-11,нет,нет,да,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5541711975489,55.6729641556468,0.6554439352548501,0.9716765288608216
478893109,Дворовая территория,Северный административный округ,район Коптево,"улица Зои и Александра Космодемьянских, дом 27",gbu_Koptevo@mail.ru,gbu-koptevo.moscow/,(495) 450-41-93,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.5207119078277,55.8241954115884,0.6548599604838365,0.9743160122089286
478893392,Дворовая территория,Северо-Восточный административный округ,район Бибирево,"улица Конёнкова, дом 11В",bibirevo@mos.ru,bibirevo.mos.ru,(495) 533-00-22,нет,нет,нет,нет,нет,нет,нет,нет,нет,без дополнительного освещения,0,бесплатно,37.603018088746,55.8912283346432,0.656296474335603,0.975485957423471
